RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
TZSU.BEL;RSTZSUE74714;Trznica ad Subotica;Consumer Cyclicals;Republic of Serbia
NIPZ.BEL;RSNIPZE31452;NIP Zrenjanin ad Zrenjanin;Consumer Cyclicals;Republic of Serbia
BNBR.BEL;RSBANOE48564;NBB Nekretnine ad Beograd;Real Estate;Republic of Serbia
MLVP.BEL;RSMLAVE57322;Mlava ad Vucak;Consumer Cyclicals;Republic of Serbia
ZVAV.BEL;RSZAVBE35883;Zvezdara Avala ad Beograd;Consumer Cyclicals;Republic of Serbia
ELVPR.BEL;RSELVPE40844;Elektroveze proizvodnja ad Beograd;Industrials;Republic of Serbia
BHSL.BEL;RSBHSLE27188;Buducnost Hladjenje Slap ad Beograd;Industrials;Republic of Serbia
LBGD.BEL;RSLBGDE36399;Luka Beograd ad Beograd;Industrials;Republic of Serbia
JADR.BEL;RSJDRNE47178;Jadran doo Beograd;Industrials;Republic of Serbia
ZTZA.BEL;RSZTZAE76419;Zitopromet ad Zajecar;Consumer Non-Cyclicals;Republic of Serbia
PLTNN.BEL;RSPLTNE50475;Polet IGK ad Novi Becej;Basic Materials;Republic of Serbia
ATKR.BEL;RSAKORE29111;Autokoran ad Priboj;Consumer Non-Cyclicals;Republic of Serbia
PRSPO.BEL;RSPRSPE05002;Proel ad Beograd;Industrials;Republic of Serbia
MINF.BEL;RSMINFE44694;Min Fam ad Nis;Industrials;Republic of Serbia
SVRT.BEL;RSSEVEE48986;Severtrans ad Sombor;Industrials;Republic of Serbia
AGSA.BEL;RSAGSAE21394;Dunav Grupa Agregati a.d. Novi Sad;Basic Materials;Republic of Serbia
TATR.BEL;RSTATRE95716;Takovo Transport ad Beograd;Industrials;Republic of Serbia
GPSJ.BEL;RSGPSJE88459;GP 7 Jul ad Backi Petrovac;Industrials;Republic of Serbia
BBTR.BEL;RSBBTRE15009;BB Trade ad Zitiste;Consumer Non-Cyclicals;Republic of Serbia
AGEX.BEL;RSAGVOE50315;Agrovojvodina Export Import ad Novi Sad;Industrials;Republic of Serbia
AVEN.BEL;RSAUVEE57064;Autoventil ad Uzice;Consumer Cyclicals;Republic of Serbia
INSA.BEL;RSINSAE62306;Insa ad Zemun;Industrials;Republic of Serbia
LMNG.BEL;RSLIMNE23944;Liming ad Beograd;Industrials;Republic of Serbia
PRLA.BEL;RSPRARE81502;Proleter ad Arilje;Industrials;Republic of Serbia
PPLA.BEL;RSPPLAE62194;Potisje Precizni Liv ad Ada;Basic Materials;Republic of Serbia
PFKT.BEL;RSFEKEE86572;PP Feketic ad Sombor;Consumer Non-Cyclicals;Republic of Serbia
MNOS.BEL;RSMINOE43565;Minos ad Gornji Milanovac;Industrials;Republic of Serbia
USBT.BEL;RSUSLGE16076;Usluga ad Backa Topola;Consumer Non-Cyclicals;Republic of Serbia
VSTP.BEL;RSVSTPE35896;Veterinarska Stanica Topola ad Topola;Healthcare;Republic of Serbia
RDKN.BEL;RSRADKE21590;Rade Koncar ad Beograd;Consumer Non-Cyclicals;Republic of Serbia
VAPK.BEL;RSVAPEE67717;Vapek Clanica Lutra Group ad Valjevo;Consumer Non-Cyclicals;Republic of Serbia
PRMT.BX;ROPRMTACNOR5;Dan Steel Group Beclean SA;Basic Materials;Romania
BRDJ.BEL;RSBRDJE16285;Brdjani doo Valjevo;Industrials;Republic of Serbia
ESGTI.BN;CH0298294981;ESGTI AG;Financials;Switzerland
ODZV.BEL;RSODARE29645;Odzacar ad Vrbas;Industrials;Republic of Serbia
PPEMO.BEL;RSPPEME86706;Prvi Partizan ad Uzice;Industrials;Republic of Serbia
THSM.BEL;RSTHSME20084;Tehnohemija ad Sremska Mitrovica;Consumer Cyclicals;Republic of Serbia
CH244291=BONL;CH0002442918;Societe Cooperative dhabitation La Serpentine;Real Estate;Switzerland
CH194660=BONL;CH0001946604;Jaquet SA;Industrials;Switzerland
CH194166=BONL;CH0001941662;Investimmob SA;Real Estate;Switzerland
CH217440=BONL;CH0002174404;Inovil SA;Industrials;Switzerland
SPIN.BEL;RSSPINE73046;Spektar Invest ad Paracin;Industrials;Republic of Serbia
VIKD.BEL;RSVIKVE71444;Vik ad Vrsac;Consumer Cyclicals;Republic of Serbia
JDNG.BEL;RSJDRAE39263;Jadran ad Nova Gajdobra;Consumer Non-Cyclicals;Republic of Serbia
SLBZ.BEL;RSSLBSE57141;RTC Sabac ad Sabac;Industrials;Republic of Serbia
MLDP.BEL;RSMLPOE72522;Mladost ad Pozega;Consumer Cyclicals;Republic of Serbia
VJDN.BEL;RSVJNSE53879;Vojvodina ad Novi Sad;Consumer Cyclicals;Republic of Serbia
PUNS.BEL;RSPUNSE62960;Putnik ad Novi Sad;Consumer Cyclicals;Republic of Serbia
JPUG.BEL;RSJUUGE69489;Jugoprevoz Ugopromet ad Beograd;Consumer Cyclicals;Republic of Serbia
CSNS.BEL;RSCNTSE35461;Centroslavija ad Novi Sad;Industrials;Republic of Serbia
VINK.BEL;RSVINKE24911;Vino Kalem ad Velika Drenova;Consumer Non-Cyclicals;Republic of Serbia
BAJI.BEL;RSBAJIE59488;Bajinovac ad Bajina Basta;Consumer Non-Cyclicals;Republic of Serbia
THNSE.BEL;RSTHNSE19944;Tehnoservis ad Beograd;Real Estate;Republic of Serbia
BEOZ.BEL;RSBEZSE10835;Beozastita ad Beograd;Industrials;Republic of Serbia
VSKC.BEL;RSVSKCE73837;Veterinarska Stanica Koceljeva ad Koceljeva;Healthcare;Republic of Serbia
ROBADE.BX;ROBADEACNOR2;Baza de Aprovizionare si Desfacere SA;Basic Materials;Romania
ROANIM.BX;ROANIMACNOR9;Societatea Comerciala Studioul Cinematografic Animafilm SA;Consumer Cyclicals;Romania
AUXI.BX;ROAUXIACNOR1;ATM Construct SA;Industrials;Romania
BAGB.BEL;RSBAGBE51643;Bag ad Backo Gradiste;Consumer Non-Cyclicals;Republic of Serbia
ICEV.BX;ROICEVACNOR5;Institutul de Cercetari pentru Acoperiri Avansate ICAA SA;Industrials;Romania
MINO.BX;ROMINOACNOR0;Mindo SA;Basic Materials;Romania
ALCQ.BX;ROALCQACNOR7;Alcom SA;Consumer Non-Cyclicals;Romania
IGVG.BEL;RSIGVGE64828;Integral GVG ad Subotica;Industrials;Republic of Serbia
AVSL.BX;ROAVSLACNOR3;Avicola Slobozia SA;Consumer Non-Cyclicals;Romania
CPHA.BX;ROCPHAACNOR7;Ceprohart SA;Industrials;Romania
RBGD.BEL;RSPRADE52586;Rad ad Beograd;Consumer Cyclicals;Republic of Serbia
CONK.BX;ROCONKACNOR7;Concas SA;Consumer Cyclicals;Romania
RODIAS.BX;RODIASACNOR7;Diasfin SA;Industrials;Romania
FIMR.BX;ROFIMRACNOR9;Firm Recom SA;Basic Materials;Romania
FOSP.BX;ROFOSPACNOR8;Foraj Sonde SA;Energy;Romania
INCT.BX;ROINCTACNOR0;Institutul de Cercetari in Transporturi Incertrans SA;Industrials;Romania
LITO.BX;ROLITOACNOR9;Litoral SA;Consumer Cyclicals;Romania
MOBG.BX;ROMOBGACNOR9;Mobex SA;Consumer Cyclicals;Romania
MOBT.BX;ROMOBTACNOR2;Mobila Radauti SA;Consumer Cyclicals;Romania
NAXY.BX;RONAXYACNOR3;Navexim SA;Industrials;Romania
VTKV.BEL;RSVTKVE30934;Veterinarski Centar ad Kraljevo;Healthcare;Republic of Serbia
ADMY.BX;ROADMYACNOR7;Admet SA;Basic Materials;Romania
STRN.BEL;RSSTRNE95752;Srbijatransport ad Beograd;Industrials;Republic of Serbia
AGCM.BX;ROAGCMACNOR6;Agromec Ciorogirla SA;Real Estate;Romania
GHIM.BX;ROGHIMACNOR8;ATC Agro Total Construct SA;Consumer Non-Cyclicals;Romania
CLUJ.BX;ROCLUJACNOR0;Clujana SA;Consumer Cyclicals;Romania
ELRD.BX;ROELRDACNOR5;Electrecord SA;Consumer Cyclicals;Romania
EETS.BX;ROEETSACNOR4;Electroconstructia Elco Timisoara SA;Industrials;Romania
METT.BX;ROMETTACNOR5;Mettexin SA;Consumer Cyclicals;Romania
NEOL.BX;RONEOLACNOR1;Neptun Olimp SA;Consumer Cyclicals;Romania
SCPS.BX;ROSCPSACNOR6;Natura Quattuor Energia Holdings SA;Financials;Romania
SEBZ.BX;ROSEBZACNOR7;Sembraz SA;Industrials;Romania
GLBMS.BEL;RSGAMEE67848;Galeb Metaloplastika ad Sabac;Basic Materials;Republic of Serbia
SIEP.BX;ROSIEPACNOR3;Sinter Ref SA;Basic Materials;Romania
ROTRCS.BX;ROTRCSACNOR0;Transtec SA;Industrials;Romania
NAMA.BEL;RSNAMAE27051;Nama ad Beograd;Consumer Non-Cyclicals;Republic of Serbia
BRAT.BEL;RSBRATE53986;Bratstvo ad Presevo;Consumer Cyclicals;Republic of Serbia
VTSK.BEL;RSVSKIE25842;Veterinarska Stanica ad Kikinda;Healthcare;Republic of Serbia
CERC.BEL;RSCERCE20320;Cer ad Cacak;Industrials;Republic of Serbia
PRSB.BEL;RSPOETE22931;Prosveta ad Beograd;Consumer Cyclicals;Republic of Serbia
AGIN.BEL;RSAGINE68662;Agroindustrija ad Novi Sad;Industrials;Republic of Serbia
PTNN.BEL;RSPTNNE14592;Partenon M.a.m. Sistem ad Beograd;Consumer Cyclicals;Republic of Serbia
THGRZ.BEL;RSTHGRE70547;Tehnogradnja ad Zrenjanin;Industrials;Republic of Serbia
FAMKR.BEL;RSFAMKE18824;Fabrika hemijskih proizvoda Hemofluid ad Krusevac;Energy;Republic of Serbia
MGST.BEL;RSMGSTE11838;Magistrala ad Beograd;Industrials;Republic of Serbia
STET.MOT;MESTETRA0KS0;Stevanovic Trgovina ad Krusevac;Basic Materials;Republic of Serbia
HAJD.BEL;RSHAJDE41229;Hajducica ad Hajducica;Consumer Non-Cyclicals;Republic of Serbia
THNRZ.BEL;RSTHNRE32550;Tehnoradionica ad Zrenjanin;Industrials;Republic of Serbia
INLS.BEL;RSINLSE30730;Inles Komerc ad Novi Sad;Consumer Cyclicals;Republic of Serbia
VSSA.BEL;RSVSTSE25669;Veterinarska Stanica Sabac ad Sabac;Healthcare;Republic of Serbia
ZLMR.BEL;RSZMUEE21702;Zlatibor Mermer ad Uzice;Basic Materials;Republic of Serbia
KVIM.BEL;RSKVRAE14928;Kavim Raska ad Raska;Industrials;Republic of Serbia
CKLAN.BEL;RSKUNIE86086;Cele Kula ad Nis;Basic Materials;Republic of Serbia
IBAA.BEL;RSIBAAE50296;Industrija Brusnih Alata ad Ada;Industrials;Republic of Serbia
PSSS.BEL;RSPSSSE69968;Poljoprivredna Strucna Sluzba Subotica ad Subotica;Consumer Non-Cyclicals;Republic of Serbia
MLFIR.EUA;CH0120879058;Firstcaution SA;Financials;Switzerland
INUZN.BEL;RSINUZE98352;Inex Uzor ad Negotin;Consumer Non-Cyclicals;Republic of Serbia
ROSV.BX;ROROSVACNOR1;Rosar SA;Industrials;Romania
UPRR.BX;ROUPRRACNOR2;Upruc CTR SA;Basic Materials;Romania
BNAT.BX;ROBNATACNOR9;Banat Estival 2002 SA;Consumer Cyclicals;Romania
PRAH.BX;ROPRAHACNOR5;Prahova Estival 2002 SA;Consumer Cyclicals;Romania
UCET.BX;ROUCETACNOR4;Clabucet Estival 2002 SA;Consumer Cyclicals;Romania
ROANTA.BX;ROANTAACNOR1;Romanta Estival 2002 SA;Consumer Cyclicals;Romania
TERA.BX;ROTEREACNOR6;Terra Estival 2002 SA;Consumer Cyclicals;Romania
BLEA.BX;ROBLEAACNOR5;Balea Estival 2002 SA;Consumer Cyclicals;Romania
CMIL.BX;ROCMILACNOR9;Comcereal SA;Consumer Non-Cyclicals;Romania
COET.BX;ROCOETACNOR7;Complex Comet SA;Real Estate;Romania
COLK.BX;ROCOLKACNOR1;Conex Prahova SA;Basic Materials;Romania
MECH.BX;ROMECHACNOR6;Mecanica 94 SA;Consumer Cyclicals;Romania
PRIN.BX;ROPRINACNOR6;Proiect Covasna SA;Industrials;Romania
ROSLBB.BX;ROSLBBACNOR3;Suport Logistic Bucuresti SA;Industrials;Romania
CRMC.BX;ROCRMCACNOR9;Carmeco SA;Industrials;Romania
CONJ.BX;ROCONJACNOR9;Constructii Montaj SA;Consumer Cyclicals;Romania
EXPV.BX;ROEXPVACNOR6;Societate Comerciala pentru Exploatare Portuara Drobeta SA;Industrials;Romania
GROB.BX;ROGROBACNOR8;Gerom SA;Basic Materials;Romania
ICMA.BX;ROICMAACNOR2;ICMA SA;Industrials;Romania
PARC.BX;ROPARCACNOR6;Parc SA;Consumer Cyclicals;Romania
PELA.BX;ROPELAACNOR5;Perla Covasnei SA;Consumer Non-Cyclicals;Romania
IBE.MC;ES0144580Y14;Iberdrola SA;Utilities;Spain
SAN.MC;ES0113900J37;Banco Santander SA;Financials;Spain
BBVA.MC;ES0113211835;Banco Bilbao Vizcaya Argentaria SA;Financials;Spain
ITX.MC;ES0148396007;Industria de Diseno Textil SA;Consumer Cyclicals;Spain
REP.MC;ES0173516115;Repsol SA;Energy;Spain
CLNX.MC;ES0105066007;Cellnex Telecom SA;Technology;Spain
AMA.MC;ES0109067019;Amadeus IT Group SA;Technology;Spain
TEF.MC;ES0178430E18;Telefonica SA;Technology;Spain
NTGY.MC;ES0116870314;Naturgy Energy Group SA;Utilities;Spain
ELE.MC;ES0130670112;Endesa SA;Utilities;Spain
SGREN.MC;ES0143416115;Siemens Gamesa Renewable Energy SA;Energy;Spain
CABK.MC;ES0140609019;Caixabank SA;Financials;Spain
GRLS.MC;ES0171996087;Grifols SA;Healthcare;Spain
REE.MC;ES0173093024;Red Electrica Corporacion SA;Utilities;Spain
AENA.MC;ES0105046009;Aena SME SA;Industrials;Spain
ACS.MC;ES0167050915;ACS Actividades de Construccion y Servicios SA;Industrials;Spain
FER.MC;ES0118900010;Ferrovial SA;Industrials;Spain
SABE.MC;ES0113860A34;Banco de Sabadell SA;Financials;Spain
EDPR.LS;ES0127797019;EDP Renovaveis SA;Utilities;Spain
ACX.MC;ES0132105018;Acerinox SA;Basic Materials;Spain
FLUI.MC;ES0137650018;Fluidra SA;Consumer Cyclicals;Spain
ANA.MC;ES0125220311;Acciona SA;Industrials;Spain
ENAG.MC;ES0130960018;Enagas SA;Energy;Spain
BKT.MC;ES0113679I37;Bankinter SA;Financials;Spain
SCYR.MC;ES0182870214;Sacyr SA;Industrials;Spain
SLRS.MC;ES0165386014;Solaria Energia y Medio Ambiente SA;Utilities;Spain
ZOT.MC;ES0184933812;Zardoya Otis SA;Industrials;Spain
COL.MC;ES0139140174;Inmobiliaria Colonial SOCIMI SA;Real Estate;Spain
IDR.MC;ES0118594417;Indra Sistemas SA;Technology;Spain
MAP.MC;ES0124244E34;Mapfre SA;Financials;Spain
CIEA.MC;ES0105630315;CIE Automotive SA;Consumer Cyclicals;Spain
MRL.MC;ES0105025003;MERLIN Properties SOCIMI SA;Real Estate;Spain
PHMR.MC;ES0169501022;Pharma Mar SA;Healthcare;Spain
WBX;NL0015000M91;Wallbox NV;Utilities;Spain
MEL.MC;ES0176252718;Melia Hotels International SA;Consumer Cyclicals;Spain
ALM.MC;ES0157097017;Almirall SA;Healthcare;Spain
LOG.MC;ES0105027009;Compania de Distribucion Integral Logista Holdings SA;Industrials;Spain
UNI.MC;ES0180907000;Unicaja Banco SA;Financials;Spain
ANE.MC;ES0105563003;Corporacion Acciona Energias Renovables SA;Utilities;Spain
VIS.MC;ES0184262212;Viscofan SA;Basic Materials;Spain
ADXR.MC;ES0136463017;Audax Renovables SA;Utilities;Spain
ROVI.MC;ES0157261019;Laboratorios Farmaceuticos ROVI SA;Healthcare;Spain
TRE.MC;ES0178165017;Tecnicas Reunidas SA;Energy;Spain
ENC.MC;ES0130625512;Ence Energia y Celulosa SA;Basic Materials;Spain
GEST.MC;ES0105223004;Gestamp Automocion SA;Consumer Cyclicals;Spain
GCO.MC;ES0116920333;Grupo Catalana Occidente SA;Financials;Spain
TL5.MC;ES0152503035;Mediaset Espana Comunicacion SA;Consumer Cyclicals;Spain
DIDA.MC;ES0126775032;Distribuidora Internacional de Alimentacion SA;Consumer Non-Cyclicals;Spain
VID.MC;ES0183746314;Vidrala SA;Basic Materials;Spain
GREG.MC;ES0105079000;Grenergy Renovables SA;Energy;Spain
MDF.MC;ES0162600003;Duro Felguera SA;Industrials;Spain
LDA.MC;ES0105546008;Linea Directa Aseguradora SA Compania de Seguros y Reaseguros;Financials;Spain
APPS.MC;ES0105022000;Applus Services SA;Industrials;Spain
OHLA.MC;ES0142090317;Obrascon Huarte Lain SA;Industrials;Spain
PSG.MC;ES0175438003;Prosegur Compania de Seguridad SA;Industrials;Spain
FAE.MC;ES0134950F36;Faes Farma SA;Healthcare;Spain
EBRO.MC;ES0112501012;Ebro Foods SA;Consumer Non-Cyclicals;Spain
ADLB.MC;ES0184980003;ADL Bionatur Solutions SA;Healthcare;Spain
CAF.MC;ES0121975009;Construcciones Y Auxiliar De Ferrocarriles SA;Industrials;Spain
ALB.MC;ES0117160111;Corporacion Financiera Alba SA;Financials;Spain
ABG.MC;ES0105200416;Abengoa SA;Industrials;Spain
AEDAS.MC;ES0105287009;Aedas Homes SA;Real Estate;Spain
CASHP.MC;ES0105229001;Prosegur Cash SA;Industrials;Spain
SOLPW.MC;ES0105513008;Soltec Power Holdings SA;Energy;Spain
ECR.MC;ES0125140A14;Ercros SA;Basic Materials;Spain
DOMI.MC;ES0105130001;Global Dominion Access SA;Industrials;Spain
OPRA.O;US68373M1071;Opera Ltd;Technology;Norway
HOME.MC;ES0105251005;Neinor Homes SA;Real Estate;Spain
TUBA.MC;ES0132945017;Tubacex SA;Basic Materials;Spain
A3M.MC;ES0109427734;Atresmedia Corporacion de Medios de Comunicacion SA;Consumer Cyclicals;Spain
EDRE.MC;LU1048328220;Edreams Odigeo SA;Consumer Cyclicals;Spain
SPK.MC;ES0105385001;Solarpack Corporacion Tecnologica SA;Industrials;Spain
UBS.MC;ES0182280018;Urbas Grupo Financiero SA;Consumer Cyclicals;Spain
TLGO.MC;ES0105065009;Talgo SA;Industrials;Spain
RJFE.MC;ES0165359029;Laboratorio Reig Jofre SA;Healthcare;Spain
MCM.MC;ES0164180012;Miquel Y Costas & Miquel SA;Basic Materials;Spain
LRES.MC;ES0105015012;Lar Espana Real Estate SOCIMI SA;Real Estate;Spain
PRS.MC;ES0171743901;Promotora de Informaciones SA;Consumer Cyclicals;Spain
APE.MC;ES0109260531;Amper SA;Technology;Spain
CDRE.MC;ES0119256032;Codere SA;Consumer Cyclicals;Spain
NHH.MC;ES0161560018;NH Hotel Group SA;Consumer Cyclicals;Spain
YGOP.MC;ES0105273009;Grupo Ortiz Properties SOCIMI SA;Real Estate;Spain
ORY.MC;ES0167733015;Oryzon Genomics SA;Healthcare;Spain
GSJ.MC;ES0180918015;Grupo Empresarial San Jose SA;Industrials;Spain
EZEN.MC;ES0172708234;Grupo Ezentis SA;Industrials;Spain
HLZZ.MC;ES0105456026;Holaluz Clidom SA;Utilities;Spain
NTH.MC;ES0105043006;Naturhouse Health SA;Consumer Non-Cyclicals;Spain
RLIA.MC;ES0173908015;REALIA Business SA;Real Estate;Spain
OLEO.MC;ES0110047919;Deoleo SA;Consumer Non-Cyclicals;Spain
ATRY.MC;ES0105148003;Atrys Health SA;Healthcare;Spain
CATN.MC;ES0112320009;Catenon SA;Industrials;Spain
IBES.MC;ES0150480111;Nyesa Valores Corporacion SA;Real Estate;Spain
NEA.MC;ES0166300212;Nicolas Correa SA;Industrials;Spain
SPSL.MC;ES0143421073;Service Point Solutions SA;Industrials;Spain
GRN.MC;ES0105293007;Greenalia SA;Basic Materials;Spain
ENOR.MC;ES0129743318;Elecnor SA;Industrials;Spain
MVC.MC;ES0105122024;Metrovacesa SA;Real Estate;Spain
VOC.MC;ES0114820113;Vocento SA;Consumer Cyclicals;Spain
EIDF.MC;ES0105517009;Energia Innovacion y Desarrollo Fotovoltaico SA;Energy;Spain
RTA4.MC;ES0173358039;Renta 4 Banco SA;Financials;Spain
AI.MC;ES0152768612;Airtificial Intelligence Structures SA;Industrials;Spain
TUR.MC;ES0180850416;Tubos Reunidos SA;Basic Materials;Spain
GIGAH.MC;ES0105093001;Gigas Hosting SA;Technology;Spain
ELZZ.MC;ES0105227005;Asturiana de Laminados SA;Consumer Cyclicals;Spain
FACE.MC;ES0105029005;Facephi Biometria SA;Technology;Spain
DOMO.MC;ES0105283008;Domo Activos SA;Real Estate;Spain
YAI1.MC;ES0105495008;ALL IRON RE I Socimi SA;Real Estate;Spain
IBG.MC;ES0147561015;Iberpapel Gestion SA;Basic Materials;Spain
PRIM.MC;ES0170884417;Prim SA;Healthcare;Spain
LLN.MC;ES0105089009;Lleidanetworks Serveis Telematics SA;Technology;Spain
PVA.MC;ES0169350016;Pescanova SA;Consumer Non-Cyclicals;Spain
ALNTA.MC;ES0126501131;Alantra Partners SA;Financials;Spain
REN.MC;ES0173365018;Renta Corporacion Real Estate SA;Real Estate;Spain
IZER.MC;ES0105449005;Izertis SA;Technology;Spain
NXTE.MC;ES0126962069;Nueva Expresion Textil SA;Consumer Cyclicals;Spain
CBAV.MC;ES0119037010;Clinica Baviera SA;Healthcare;Spain
AGIL.MC;ES0105102000;Agile Content SA;Technology;Spain
YATO.MC;ES0105318002;Atom Hoteles Socimi SA;Real Estate;Spain
BDL.MC;ES0114297015;Baron de Ley SA;Consumer Non-Cyclicals;Spain
ISUR.MC;ES0154653911;Inmobiliaria del Sur SA;Consumer Cyclicals;Spain
GALQ.MC;ES0141571192;General de Alquiler de Maquinaria SA;Industrials;Spain
LGT.MC;ES0158480311;Lingotes Especiales SA;Consumer Cyclicals;Spain
AKI.MC;BG1100005179;Akiles Corporation ED;Industrials;Bulgaria
SQRL.MC;ES0183304080;Squirrel Media SA;Consumer Cyclicals;Spain
NBIB.MC;ES0105062022;NBI Bearings Europe SA;Industrials;Spain
END.MC;ES0105589008;Endurance Motive SA;Utilities;Spain
AZK.MC;ES0112458312;Azkoyen SA;Industrials;Spain
PROE.MC;ES0105400008;Proeduca Altus SA;Academic & Educational Services;Spain
ECNER.MC;ES0105548004;Grupo Ecoener SA;Utilities;Spain
YAC1.MC;ES0105389003;Almagro Capital SOCIMI SA;Real Estate;Spain
ALQ.MC;ES0105366001;Alquiber Quality SA;Industrials;Spain
YGGC.MC;ES0105195004;General de Galerias Comerciales SOCIMI SA;Real Estate;Spain
CEV.MC;ES0132955008;Compania Espanola de Viviendas en Alquiler SA;Real Estate;Spain
PAR.MC;ES0105561007;Parlem Telecom Companyia de Telecomunicacions SA;Technology;Spain
ARTC.MC;ES0105521001;Arteche Lantegi Elkartea SA;Industrials;Spain
CLRE.MC;ES0105121000;Clerhp Estructuras SA;Industrials;Spain
YVIT.MC;ES0105139002;Vitruvio Real Estate SOCIMI SA;Real Estate;Spain
YVBA.MC;ES0105196002;VBARE Iberian Properties SOCIMI SA;Real Estate;Spain
TR1.MC;ES0105344016;Tier 1 Technology SA;Technology;Spain
DESA.MC;ES0126251018;Desarrollos Especiales de Sistemas de Anclajes SA;Industrials;Spain
ARM.MC;ES0105376000;Arima Real Estate SOCIMI SA;Real Estate;Spain
YDES.MC;ES0105485017;Desarrollos Ermita del Santo SOCIMI SA;Real Estate;Spain
YTAR.MC;ES0105226007;Tarjar Xairo Socimi SA;Real Estate;Spain
LLYC.MC;ES0105591004;Llorente & Cuenca SA;Consumer Cyclicals;Spain
YEIS.MC;ES0105281002;Elaia Investment Spain Socimi SA;Real Estate;Spain
YARP.MC;ES0105383006;Arrienda Rental Properties SOCIMI SA;Real Estate;Spain
YADR.MC;ES0105405007;Adriano Care SOCIMI SAU;Real Estate;Spain
NTX.MC;ES0105270005;Netex Knowledge Factory SA;Technology;Spain
MIO.MC;ES0105568002;Media Investment Optimization SL;Consumer Cyclicals;Spain
MAKS.MC;ES0105463006;Making Science Group SA;Consumer Cyclicals;Spain
YTAN.MC;ES0105314001;Tander Inversiones SOCIMI SA;Real Estate;Spain
480S.MC;ES0105509006;Soluciones Cuatroochenta SA;Technology;Spain
YTRM.MC;ES0105429007;Torimbia SOCIMI SA;Real Estate;Spain
YPR3.MC;ES0105111001;Corpfin Capital Prime Retail III SOCIMI SA;Real Estate;Spain
YFID.MC;ES0105071007;Fidere Patrimonio SOCIMI SAU;Real Estate;Spain
YAML.MC;ES0105272001;AM Locales Property SOCIMI SA;Real Estate;Spain
YAPS.MC;ES0105236006;Albirana Properties SOCIMI SA;Real Estate;Spain
MTBA.MC;ES0116494016;Montebalito SA;Real Estate;Spain
YMEI.MC;ES0105030003;Mercal Inmuebles SOCIMI SA;Real Estate;Spain
YTRA.MC;ES0105077004;Trajano Iberia Socimi SA;Real Estate;Spain
YMPI.MC;ES0105372009;Mistral Patrimonio Inmobiliario SOCIMI SA;Real Estate;Spain
YGAV.MC;ES0105482006;Gavari Properties Socimi SA;Real Estate;Spain
AMEN.MC;ES0105588000;Aeternal Mentis SA;Technology;Spain
BRIO.MC;ES0115002018;Bodegas Riojanas SA;Consumer Non-Cyclicals;Spain
ADZ.MC;ES0106000013;Adolfo Dominguez SA;Consumer Cyclicals;Spain
YNUM.MC;ES0105265005;Numulae Gestion de Servicios SOCIMI SA;Real Estate;Spain
GYG.L;GB00BZ4FM652;GYG PLC;Industrials;Spain
YVRS.MC;ES0105356002;Elix Vintage Residencial SOCIMI SA;Real Estate;Spain
YAZR.MC;ES0105373007;Azaria Rental SOCIMI SA;Real Estate;Spain
YSIL.MC;ES0105569000;Silicius Real Estate SOCIMI SA;Real Estate;Spain
YLFG.MC;ES0105432001;La Finca Global Assets Socimi SA;Real Estate;Spain
CMM.MC;ES0121071007;CommCenter SA;Technology;Spain
YQPQ.MC;ES0105357000;Quid Pro Quo Alquiler Seguro SOCIMI SA;Real Estate;Spain
YMRE.MC;ES0105313003;Meridia Real Estate III Socimi SA;Real Estate;Spain
MEDC.MC;ES0161857018;Medcom Tech SA;Healthcare;Spain
YQUO.MC;ES0105150009;Quonia SOCIMI SA;Real Estate;Spain
YADV.MC;ES0105448007;ADVERO Properties Socimi SA;Real Estate;Spain
BAINS.MC;ES0105271011;Borges Agricultural & Industrial Nuts SA;Consumer Non-Cyclicals;Spain
YINM.MC;ES0105178000;Inmofam 99 SOCIMI SA;Real Estate;Spain
CLE.MC;ES0105152005;Clever Global SA;Industrials;Spain
YGMP.MC;ES0105134011;GMP Property SOCIMI SA;Real Estate;Spain
YPARK.MC;ES0105391009;Inmobiliaria Park Rose Iberoamericana SOCIMI SA;Real Estate;Spain
ALC.MC;ES0113312005;Altia Consultores SA;Technology;Spain
YZBL.MC;ES0105080008;Zambal Spain Socimi SA;Real Estate;Spain
EESP.MC;ES0133421000;Euroespes SA;Healthcare;Spain
YHLY.MC;ES0105126009;Hadley Investments SOCIMI SAU;Real Estate;Spain
LIB.MC;ES0137998A12;Libertas 7 SA;Real Estate;Spain
IFFE.MC;ES0171613005;Iffe Futura SA;Financials;Spain
YCPS.MC;ES0105360004;Castellana Properties Socimi SA;Real Estate;Spain
YORE.MC;ES0105224002;Olimpo Real Estate SOCIMI SA;Real Estate;Spain
KOM.MC;ES0105425005;Plasticos Compuestos SA;Basic Materials;Spain
GRIE.MC;ES0143328005;Grino Ecologic SA;Industrials;Spain
YEPS.MC;ES0105387007;Euripo Properties Socimi SA;Real Estate;Spain
YPR2.MC;ES0105091005;Corpfin Capital Prime Retail II Socimi SA;Real Estate;Spain
YABA.MC;ES0105098000;Jaba I Inversiones Inmobiliarias Socimi SA;Real Estate;Spain
YAP67.MC;ES0105325007;Ap 67 Socimi SA;Real Estate;Spain
ALANT.PA;ES0109429037;Antevenio SA;Consumer Cyclicals;Spain
RBT.MC;ES0105225009;Robot SA;Industrials;Spain
