RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
SGHT.O;US82657M1053;Sight Sciences Inc;Healthcare;USA
CVCO.O;US1495681074;Cavco Industries Inc;Consumer Cyclicals;USA
JOAN.O;US47768J1016;Joann Inc;Consumer Cyclicals;USA
DSEY.O;KYG289231030;Diversey Holdings Ltd;Basic Materials;USA
NTGR.O;US64111Q1040;NETGEAR Inc;Technology;USA
GBIO.O;US37148K1007;Generation Bio Co;Healthcare;USA
NKTX.O;US65487U1088;Nkarta Inc;Healthcare;USA
KIDS.O;US68752L1008;OrthoPediatrics Corp;Healthcare;USA
ENTA.O;US29251M1062;Enanta Pharmaceuticals Inc;Healthcare;USA
TBBK.O;US05969A1051;Bancorp Inc;Financials;USA
PVAC.O;US70788V1026;Penn Virginia Corp;Energy;USA
CONN.O;US2082421072;Conn's Inc;Consumer Cyclicals;USA
AMWD.O;US0305061097;American Woodmark Corp;Consumer Cyclicals;USA
JCS.O;US2039001050;Communications Systems Inc;Technology;USA
MORF.O;US61775R1059;Morphic Holding Inc;Healthcare;USA
OTTR.O;US6896481032;Otter Tail Corp;Utilities;USA
FMTX.O;US34633R1041;Forma Therapeutics Holdings Inc;Healthcare;USA
ULCC.O;US35909R1086;Frontier Group Holdings Inc;Industrials;USA
ALXO.O;US00166B1052;ALX Oncology Holdings Inc;Healthcare;USA
SIBN.O;US8257041090;SI-BONE Inc;Healthcare;USA
MGRC.O;US5805891091;McGrath RentCorp;Industrials;USA
LMAT.O;US5255582018;LeMaitre Vascular Inc;Healthcare;USA
FWONA.O;US5312298707;Liberty Media Corp;Consumer Cyclicals;USA
LOTZ.O;US1425521085;Carlotz Inc;Consumer Cyclicals;USA
EVCM.O;US29977X1054;EverCommerce Inc;Technology;USA
PSMT.O;US7415111092;PriceSmart Inc;Consumer Cyclicals;USA
SMCI.O;US86800U1043;Super Micro Computer Inc;Technology;USA
ASXC.K;US04367G1031;Asensus Surgical Inc;Healthcare;USA
AXTI.O;US00246W1036;AXT Inc;Technology;USA
CMBM.O;KYG177661090;Cambium Networks Corp;Technology;USA
TVTY.O;US88870R1023;Tivity Health Inc;Healthcare;USA
ZYNE.O;US98986X1090;Zynerba Pharmaceuticals Inc;Healthcare;USA
FRTA.O;US34960W1062;Forterra Inc;Basic Materials;USA
NRIX.O;US67080M1036;Nurix Therapeutics Inc;Healthcare;USA
EVOP.O;US26927E1047;EVO Payments Inc;Industrials;USA
CSGS.O;US1263491094;CSG Systems International Inc;Technology;USA
CRXT.O;US18271L1070;Clarus Therapeutics Holdings Inc;Healthcare;USA
GOGO.O;US38046C1099;Gogo Inc;Technology;USA
FLXN.O;US33938J1060;Flexion Therapeutics Inc;Healthcare;USA
CSII.O;US1416191062;Cardiovascular Systems Inc;Healthcare;USA
CNDT.O;US2067871036;Conduent Inc;Technology;USA
CVM;US1508376076;CEL-SCI Corp;Healthcare;USA
KIRK.O;US4974981056;Kirkland's Inc;Consumer Cyclicals;USA
ACT.O;US29249E1091;Enact Holdings Inc;Financials;USA
ATNM.K;US00507W2061;Actinium Pharmaceuticals Inc;Healthcare;USA
INGN.O;US45780L1044;Inogen Inc;Healthcare;USA
REI;US76680V1089;Ring Energy Inc;Energy;USA
CTKB.O;US23285D1090;Cytek Biosciences Inc;Healthcare;USA
VECO.O;US9224171002;Veeco Instruments Inc;Technology;USA
ILPT.O;US4562371066;Industrial Logistics Properties Trust;Real Estate;USA
HTLF.O;US42234Q1022;Heartland Financial USA Inc;Financials;USA
CMRX.O;US16934W1062;Chimerix Inc;Healthcare;USA
DPW;US05150X1046;Ault Global Holdings Inc;Technology;USA
TA.O;US89421B1098;Travelcenters of America Inc;Energy;USA
EFSC.O;US2937121059;Enterprise Financial Services Corp;Financials;USA
ADUS.O;US0067391062;Addus Homecare Corp;Healthcare;USA
DICE.O;US23345J1043;Dice Therapeutics Inc;Healthcare;USA
GRPH.O;US38870X1046;Graphite Bio Inc;Healthcare;USA
IHT;US4579191085;InnSuites Hospitality Trust;Real Estate;USA
BOOM.O;US23291C1036;DMC Global Inc;Energy;USA
ERII.O;US29270J1007;Energy Recovery Inc;Industrials;USA
AFIN.O;US02607T1097;American Finance Trust Inc;Real Estate;USA
REE.O;IL0011786154;Ree Automotive Holding Inc;Consumer Cyclicals;USA
CERS.O;US1570851014;Cerus Corp;Healthcare;USA
RDUS.O;US7504692077;Radius Health Inc;Healthcare;USA
ECOL.O;US91734M1036;US Ecology Inc;Industrials;USA
OTRK.O;US6833731044;Ontrak Inc;Healthcare;USA
CDXS.O;US1920051067;Codexis Inc;Healthcare;USA
ECOR.O;US28531P1030;electroCore, Inc.;Healthcare;USA
IPAR.O;US4583341098;Inter Parfums Inc;Consumer Non-Cyclicals;USA
ROCK.O;US3746891072;Gibraltar Industries Inc;Consumer Cyclicals;USA
SHEN.O;US82312B1061;Shenandoah Telecommunications Co;Technology;USA
RDNT.O;US7504911022;RadNet Inc;Healthcare;USA
MRTN.O;US5730751089;Marten Transport Ltd;Industrials;USA
ANGO.O;US03475V1017;AngioDynamics Inc;Healthcare;USA
OXLC.O;US6915431026;Oxford Lane Capital Corp;Financials;USA
SPPI.O;US84763A1088;Spectrum Pharmaceuticals Inc;Healthcare;USA
AMRK.O;US00181T1079;A-Mark Precious Metals Inc;Consumer Cyclicals;USA
UAVS.K;US00848K1016;Ageagle Aerial Systems Inc;Industrials;USA
EBSB.O;US58958U1034;Meridian Bancorp Inc (MARYLAND);Financials;USA
MIRM.O;US6047491013;Mirum Pharmaceuticals Inc;Healthcare;USA
ROVR.O;US77936F1030;Rover Group Inc;Consumer Non-Cyclicals;USA
HURN.O;US4474621020;Huron Consulting Group Inc;Industrials;USA
GBR;US6436111065;New Concept Energy Inc;Energy;USA
ARAY.O;US0043971052;Accuray Inc;Healthcare;USA
BOCH.O;US06424J1034;Bank of Commerce Holdings;Financials;USA
CFFN.O;US14057J1016;Capitol Federal Financial Inc;Financials;USA
BCOR.O;US0952291005;Blucora Inc;Financials;USA
ASTE.O;US0462241011;Astec Industries Inc;Industrials;USA
FBNC.O;US3189101062;First Bancorp (North Carolina);Financials;USA
SPWH.O;US84920Y1064;Sportsmans Warehouse Holdings Inc;Consumer Cyclicals;USA
BDSI.O;US09060J1060;BioDelivery Sciences International Inc;Healthcare;USA
INTA.O;US45827U1097;Intapp Inc;Technology;USA
RUBY.O;US78116T1034;Rubius Therapeutics Inc;Healthcare;USA
ELMS.O;US28489L1044;Electric Last Mile Solutions Inc;Consumer Cyclicals;USA
COKE.O;US1910981026;Coca-Cola Consolidated Inc;Consumer Non-Cyclicals;USA
CDZI.O;US1275372076;Cadiz Inc;Utilities;USA
ZIOP.O;US98973P1012;ZIOPHARM Oncology Inc;Healthcare;USA
LODE.K;US2057503003;Comstock Mining Inc;Real Estate;USA
GLUE.O;US61225M1027;Monte Rosa Therapeutics Inc;Healthcare;USA
LAND.O;US3765491010;Gladstone Land Corp;Real Estate;USA
SCHL.O;US8070661058;Scholastic Corp;Consumer Cyclicals;USA
IMGN.O;US45253H1014;ImmunoGen Inc;Healthcare;USA
COLL.O;US19459J1043;Collegium Pharmaceutical Inc;Healthcare;USA
SNPO.O;US83303Y1055;Snap One Holdings Corp;Technology;USA
KRYS.O;US5011471027;Krystal Biotech Inc;Healthcare;USA
CUTR.O;US2321091082;Cutera Inc;Healthcare;USA
QSI.O;US74765K1051;Quantum-Si Inc;Technology;USA
LORL.O;US5438811060;Loral Space & Communications Inc;Technology;USA
CGEM.O;US2300311063;Cullinan Oncology Inc;Healthcare;USA
PXLW.O;US72581M3051;Pixelworks Inc;Technology;USA
XONE.O;US3021041047;ExOne Co;Industrials;USA
PROG.O;US74319F1075;Progenity Inc;Healthcare;USA
BRG;US09627J1025;Bluerock Residential Growth REIT Inc;Real Estate;USA
ADTN.O;US00738A1060;ADTRAN Inc;Technology;USA
EVLO.O;US2997341035;Evelo Biosciences Inc;Healthcare;USA
AMTI.O;US03824M1099;Applied Molecular Transport Inc.;Healthcare;USA
LXRX.O;US5288723027;Lexicon Pharmaceuticals Inc;Healthcare;USA
SRRK.O;US80706P1030;Scholar Rock Holding Corp;Healthcare;USA
ATRI.O;US0499041053;Atrion Corp;Healthcare;USA
REPL.O;US76029N1063;Replimune Group Inc;Healthcare;USA
CCAP.O;US2256551092;Crescent Capital BDC Inc;Financials;USA
GLYC.O;US38000Q1022;GlycoMimetics Inc;Healthcare;USA
LYEL.O;US55083R1041;Lyell Immunopharma Inc;Healthcare;USA
AKBA.O;US00972D1054;Akebia Therapeutics Inc;Healthcare;USA
EGRX.O;US2697961082;Eagle Pharmaceuticals Inc;Healthcare;USA
NBTB.O;US6287781024;NBT Bancorp Inc;Financials;USA
WETF.O;US97717P1049;Wisdom Tree Investments Inc;Financials;USA
OCSL.O;US67401P1084;Oaktree Specialty Lending Corp;Financials;USA
PGEN.O;US74017N1054;Precigen Inc;Healthcare;USA
MGEE.O;US55277P1049;MGE Energy Inc;Utilities;USA
CSWI.O;US1264021064;CSW Industrials Inc;Basic Materials;USA
AINV.O;US03761U5020;Apollo Investment Corp;Financials;USA
APYX.O;US03837C1062;Apyx Medical Corp;Healthcare;USA
WABC.O;US9570901036;Westamerica Bancorp;Financials;USA
CEVA.O;US1572101053;CEVA Inc;Technology;USA
TLMD.O;US78472F1012;Soc Telemed Inc;Healthcare;USA
CHCO.O;US1778351056;City Holding Co;Financials;USA
STRL.O;US8592411016;Sterling Construction Company Inc;Industrials;USA
IMKTA.O;US4570301048;Ingles Markets Inc;Consumer Non-Cyclicals;USA
CNOB.O;US20786W1071;ConnectOne Bancorp Inc;Financials;USA
IMVT.O;US45258J1025;Immunovant Inc;Healthcare;USA
VITL.O;US92847W1036;Vital Farms Inc;Consumer Non-Cyclicals;USA
SAFT.O;US78648T1007;Safety Insurance Group Inc;Financials;USA
NUVL.O;US6707031075;Nuvalent Inc;Healthcare;USA
CRMT.O;US03062T1051;America's CAR-MART Inc;Consumer Cyclicals;USA
KRNY.O;US48716P1084;Kearny Financial Corp;Financials;USA
SSP.O;US8110544025;E W Scripps Co;Consumer Cyclicals;USA
LASR.O;US65487K1007;nLIGHT Inc;Technology;USA
STBA.O;US7838591011;S&T Bancorp Inc;Financials;USA
DIBS.O;US3205511047;1stdibs.Com Inc;Technology;USA
RNA.O;US05370A1088;Avidity Biosciences Inc;Healthcare;USA
XNCR.O;US98401F1057;Xencor Inc;Healthcare;USA
VIEW.O;US92671V1061;View Inc;Technology;USA
AMSC.O;US0301112076;American Superconductor Corp;Industrials;USA
CYXT.O;US23284C1027;Cyxtera Technologies Inc;Technology;USA
EZPW.O;US3023011063;EZCORP Inc;Financials;USA
CMAX.O;US14171W1036;CareMax Inc;Healthcare;USA
TMCI.O;US89455T1097;Treace Medical Concepts Inc;Healthcare;USA
BUSE.O;US3193832041;First Busey Corp;Financials;USA
SBTX.O;US82835W1080;Silverback Therapeutics Inc;Healthcare;USA
SHCR.O;US81948W1045;Sharecare Inc;Healthcare;USA
TALK.O;US87427V1035;Talkspace Inc;Healthcare;USA
DTIL.O;US74019P1084;Precision BioSciences Inc;Healthcare;USA
PRDO.O;US71363P1066;Perdoceo Education Corp;Academic & Educational Services;USA
TOWN.O;US89214P1093;Towne Bank;Financials;USA
PEBO.O;US7097891011;Peoples Bancorp Inc;Financials;USA
FTCI.O;US30320C1036;FTC Solar Inc;Industrials;USA
FDMT.O;US35104E1001;4D Molecular Therapeutics Inc;Healthcare;USA
SCSC.O;US8060371072;Scansource Inc;Technology;USA
NCMI.O;US6353091076;National Cinemedia Inc;Consumer Cyclicals;USA
FOSL.O;US34988V1061;Fossil Group Inc;Consumer Cyclicals;USA
BRKL.O;US11373M1071;Brookline Bancorp Inc;Financials;USA
SYRS.O;US87184Q1076;Syros Pharmaceuticals Inc;Healthcare;USA
JNCE.O;US4811161011;Jounce Therapeutics Inc;Healthcare;USA
UPLD.O;US91544A1097;Upland Software Inc;Technology;USA
TCMD.O;US87357P1003;Tactile Systems Technology Inc;Healthcare;USA
PRK;US7006581075;Park National Corp;Financials;USA
TXMD.O;US88338N1072;TherapeuticsMD Inc;Healthcare;USA
AFIB.O;US0051111096;Acutus Medical Inc;Healthcare;USA
BGRY.O;US0846561076;Berkshire Grey Inc;Industrials;USA
SLRC.O;US83413U1007;SLR Investment Corp;Financials;USA
ALKT.O;US01644J1088;Alkami Technology Inc;Technology;USA
DSP.O;US92557A1016;Viant Technology Inc;Technology;USA
YELL.O;US9855101062;Yellow Corp;Industrials;USA
DYN.O;US26818M1080;Dyne Therapeutics Inc;Healthcare;USA
OCFC.O;US6752341080;OceanFirst Financial Corp;Financials;USA
EVER.O;US30041R1086;EverQuote Inc;Technology;USA
PLAB.O;US7194051022;Photronics Inc;Technology;USA
IIIV.O;US46571Y1073;I3 Verticals Inc;Industrials;USA
EBIX.O;US2787152063;Ebix Inc;Technology;USA
RMNI.O;US76674Q1076;Rimini Street Inc;Technology;USA
HFWA.O;US42722X1063;Heritage Financial Corp;Financials;USA
NEWT.O;US6525262035;Newtek Business Services Corp;Financials;USA
IMGO.O;US45250K1079;Imago BioSciences Inc;Healthcare;USA
INBX.O;US45720L1070;Inhibrx Inc;Healthcare;USA
DHC.O;US25525P1075;Diversified Healthcare Trust;Real Estate;USA
SYBX.O;US87166L1008;Synlogic Inc;Healthcare;USA
EOLS.O;US30052C1071;Evolus Inc;Healthcare;USA
CRNX.O;US22663K1079;Crinetics Pharmaceuticals Inc;Healthcare;USA
ORIC.O;US68622P1093;Oric Pharmaceuticals Inc;Healthcare;USA
YMAB.O;US9842411095;Y-mAbs Therapeutics Inc;Healthcare;USA
FBMS.O;US3189161033;First Bancshares Inc (Mississippi);Financials;USA
PFBC.O;US7403674044;Preferred Bank;Financials;USA
CENT.O;US1535271068;Central Garden & Pet Co;Consumer Non-Cyclicals;USA
TMDX.O;US89377M1099;Transmedics Group Inc;Healthcare;USA
ABOS.O;US00509G2093;Acumen Pharmaceuticals Inc;Healthcare;USA
PRAX.O;US74006W1080;Praxis Precision Medicines Inc;Healthcare;USA
METC.O;US75134P3038;Ramaco Resources Inc;Basic Materials;USA
HLIT.O;US4131601027;Harmonic Inc;Technology;USA
VNDA.O;US9216591084;Vanda Pharmaceuticals Inc;Healthcare;USA
RHE;US75903M3097;Regional Health Properties Inc;Real Estate;USA
QNST.O;US74874Q1004;Quinstreet Inc;Consumer Cyclicals;USA
ROAD.O;US21044C1071;Construction Partners Inc;Industrials;USA
TCBK.O;US8960951064;Trico Bancshares;Financials;USA
MIMO.K;US00951K1043;Airspan Networks Holdings Inc;Technology;USA
GDP;US3824108431;Goodrich Petroleum Corp;Energy;USA
FARO.O;US3116421021;FARO Technologies Inc;Technology;USA
TITN.O;US88830R1014;Titan Machinery Inc;Industrials;USA
OPTT.K;US6748705067;Ocean Power Technologies Inc;Energy;USA
FFWM.O;US32026V1044;First Foundation Inc;Financials;USA
ATLC.O;US04914Y1029;Atlanticus Holdings Corp;Financials;USA
KALV.O;US4834971032;Kalvista Pharmaceuticals Inc;Healthcare;USA
ANAB.O;US0327241065;AnaptysBio Inc;Healthcare;USA
GLDD.O;US3906071093;Great Lakes Dredge & Dock Corp;Industrials;USA
CHUY.O;US1716041017;Chuy's Holdings Inc;Consumer Cyclicals;USA
SNEX.O;US8618961085;Stonex Group Inc;Financials;USA
STFC.O;US8557071052;State Auto Financial Corp;Financials;USA
SBSI.O;US84470P1093;Southside Bancshares Inc;Financials;USA
ACTG.O;US0038813079;Acacia Research Corp;Industrials;USA
CCRN.O;US2274831047;Cross Country Healthcare Inc;Industrials;USA
SYBT.O;US8610251048;Stock Yards Bancorp Inc;Financials;USA
DFH.O;US26154D1000;Dream Finders Homes Inc;Consumer Cyclicals;USA
HMST.O;US43785V1026;HomeStreet Inc;Financials;USA
ANDE.O;US0341641035;Andersons Inc;Consumer Non-Cyclicals;USA
DCOM.O;US25432X1028;Dime Community Bancshares Inc;Financials;USA
PFC.O;US74052F1084;Premier Financial Corp (OHIO);Financials;USA
PLUS.O;US2942681071;ePlus inc;Technology;USA
ELYM.O;US28658R1068;Eliem Therapeutics Inc;Healthcare;USA
CLSD.O;US1850631045;Clearside Biomedical Inc;Healthcare;USA
MATW.O;US5771281012;Matthews International Corp;Consumer Cyclicals;USA
OPI.O;US67623C1099;Office Properties Income Trust;Real Estate;USA
WRLD.O;US9814191048;World Acceptance Corp;Financials;USA
MRSN.O;US59045L1061;Mersana Therapeutics Inc;Healthcare;USA
AMSF.O;US03071H1005;Amerisafe Inc;Financials;USA
ARQT.O;US03969K1088;Arcutis Biotherapeutics Inc;Healthcare;USA
HSII.O;US4228191023;Heidrick & Struggles International Inc;Industrials;USA
ACBI.O;US0482692037;Atlantic Capital Bancshares Inc;Financials;USA
VIVO.O;US5895841014;Meridian Bioscience Inc;Healthcare;USA
ALPN.O;US02083G1004;Alpine Immune Sciences Inc;Healthcare;USA
FIXX.O;US4380831077;Homology Medicines Inc;Healthcare;USA
III.O;US45675Y1047;Information Services Group Inc;Industrials;USA
LTRPA.O;US5314651028;Liberty Tripadvisor Holdings Inc;Technology;USA
BLFY.O;US09549B1044;Blue Foundry Bancorp;Financials;USA
FORR.O;US3465631097;Forrester Research Inc;Consumer Cyclicals;USA
MESA.O;US5904791358;Mesa Air Group Inc;Industrials;USA
HTLD.O;US4223471040;Heartland Express Inc;Industrials;USA
AOUT.O;US02875D1090;American Outdoor Brands Inc;Consumer Cyclicals;USA
ICFI.O;US44925C1036;ICF International Inc;Industrials;USA
ALTM.O;US02215L2097;Altus Midstream Co;Energy;USA
BCEL.O;US04965G1094;Atreca Inc;Healthcare;USA
MGPI.O;US55303J1060;MGP Ingredients Inc;Consumer Non-Cyclicals;USA
CPSI.O;US2053061030;Computer Programs and Systems Inc;Healthcare;USA
LEU;US15643U1043;Centrus Energy Corp;Energy;USA
LQDT.O;US53635B1070;Liquidity Services Inc;Technology;USA
DIT;US02341Q2057;AMCON Distributing Co;Consumer Non-Cyclicals;USA
TFSL.O;US87240R1077;TFS Financial Corp;Financials;USA
ZIXI.O;US98974P1003;Zix Corp;Technology;USA
AVNW.O;US05366Y2019;Aviat Networks Inc;Technology;USA
DMRC.O;US25381B1017;Digimarc Corp;Technology;USA
PWP.O;US71367G1022;Perella Weinberg Partners;Financials;USA
OB.O;US69002R1032;Outbrain Inc;Technology;USA
NXGN.O;US65343C1027;NextGen Healthcare Inc;Technology;USA
RCMT.O;US7493604000;R C M Technologies Inc;Industrials;USA
HUMA.O;US44486Q1031;Humacyte Inc;Healthcare;USA
RIGL.O;US7665596034;Rigel Pharmaceuticals Inc;Healthcare;USA
ABSI.O;US00091E1091;Absci Corp;Healthcare;USA
TNYA.O;US87990A1060;Tenaya Therapeutics Inc;Healthcare;USA
NMFC.O;US6475511001;New Mountain Finance Corp;Financials;USA
SRGA.O;US86882C1053;Surgalign Holdings Inc;Healthcare;USA
CTLP.O;US1381031061;Cantaloupe Inc;Technology;USA
NERV.O;US6033801068;Minerva Neurosciences Inc;Healthcare;USA
BDTX.O;US09203E1055;Black Diamond Therapeutics Inc;Healthcare;USA
NWLI.O;US6385171029;National Western Life Group Inc;Financials;USA
ALVR.O;US0198181036;Allovir Inc;Healthcare;USA
SELB.O;US8162121045;Selecta Biosciences Inc;Healthcare;USA
BNFT.O;US08180D1063;Benefitfocus Inc;Technology;USA
RPID.O;US75340L1044;Rapid Micro Biosystems Inc;Healthcare;USA
CMTL.O;US2058262096;Comtech Telecommunications Corp;Technology;USA
CSWC.O;US1405011073;Capital Southwest Corp;Financials;USA
IBIO.K;US4510332038;Ibio Inc;Healthcare;USA
ICVX.O;US45114M1099;Icosavax Inc;Healthcare;USA
BRY.O;US08579X1019;Berry Corporation (Bry);Energy;USA
ITOS.O;US46565G1040;Iteos Therapeutics Inc;Healthcare;USA
SPTN.O;US8472151005;SpartanNash Co;Consumer Non-Cyclicals;USA
KULR.K;US50125G1094;KULR Technology Group Inc;Industrials;USA
KLTR.O;US4834671061;Kaltura Inc;Technology;USA
IPSC.O;US15673T1007;Century Therapeutics Inc;Healthcare;USA
BOLT.O;US0977021049;Bolt Biotherapeutics Inc;Healthcare;USA
HARP.O;US41358P1066;Harpoon Therapeutics Inc;Healthcare;USA
KZR.O;US49372L1008;Kezar Life Sciences Inc;Healthcare;USA
RLMD.O;US75955J4022;Relmada Therapeutics Inc;Healthcare;USA
VERA.O;US92337R1014;Vera Therapeutics Inc;Healthcare;USA
DXLG.O;US25065K1043;Destination XL Group Inc;Consumer Cyclicals;USA
CRAI.O;US12618T1051;CRA International Inc;Industrials;USA
NFBK.O;US66611T1088;Northfield Bancorp Inc;Financials;USA
RAIL.O;US3570231007;FreightCar America Inc;Industrials;USA
CCB.O;US19046P2092;Coastal Financial Corp (EVERETT);Financials;USA
STRO.O;US8693671021;Sutro Biopharma Inc;Healthcare;USA
JANX.O;US47103J1051;Janux Therapeutics Inc;Healthcare;USA
CTMX.O;US23284F1057;CytomX Therapeutics Inc;Healthcare;USA
ATNX.O;US04685N1037;Athenex Inc;Healthcare;USA
TRST.O;US8983492047;TrustCo Bank Corp N Y;Financials;USA
RXDX.O;US74349U1088;Prometheus Biosciences Inc;Healthcare;USA
AVAH.O;US05356F1057;Aveanna Healthcare Holdings Inc;Healthcare;USA
KRON.O;US50107A1043;Kronos Bio Inc;Healthcare;USA
LBAI.O;US5116371007;Lakeland Bancorp Inc;Financials;USA
IMRX.O;US45254E1073;Immuneering Corp;Healthcare;USA
KDNY.O;US16961L1061;Chinook Therapeutics Inc;Healthcare;USA
KNTE.O;US49705R1059;Kinnate Biopharma Inc;Healthcare;USA
VWE.O;US92747V1061;Vintage Wine Estates Inc;Consumer Non-Cyclicals;USA
SEB;US8115431079;Seaboard Corp;Consumer Non-Cyclicals;USA
MCFT.O;US57637H1032;Mastercraft Boat Holdings Inc;Consumer Cyclicals;USA
CLAR.O;US18270P1093;Clarus Corp;Consumer Cyclicals;USA
LLNW.O;US53261M1045;Limelight Networks Inc;Technology;USA
AGYS.O;US00847J1051;Agilysys Inc;Technology;USA
WTRH.O;US9307521008;Waitr Holdings Inc;Technology;USA
MCRI.O;US6090271072;Monarch Casino & Resort Inc;Consumer Cyclicals;USA
RYTM.O;US76243J1051;Rhythm Pharmaceuticals Inc;Healthcare;USA
TRS.O;US8962152091;TriMas Corp;Industrials;USA
HUSA.K;US44183U2096;Houston American Energy Corp;Energy;USA
NTUS.O;US6390501038;Natus Medical Inc;Healthcare;USA
CLFD.O;US18482P1030;Clearfield Inc;Technology;USA
JBSS.O;US8004221078;John B Sanfilippo & Son Inc;Consumer Non-Cyclicals;USA
FLDM.O;US34385P1084;Fluidigm Corp;Healthcare;USA
VRA.O;US92335C1062;Vera Bradley Inc;Consumer Cyclicals;USA
EPZM.O;US29428V1044;Epizyme Inc;Healthcare;USA
THFF.O;US3202181000;First Financial Corp;Financials;USA
GOOD.O;US3765361080;Gladstone Commercial Corp;Real Estate;USA
SMMT.O;US86627T1088;Summit Therapeutics Inc;Healthcare;USA
CLBK.O;US1976411033;Columbia Financial Inc;Financials;USA
STTK.O;US82024L1035;Shattuck Labs Inc;Healthcare;USA
RMED.K;US74933X2036;Ra Medical Systems Inc;Healthcare;USA
PNTG.O;US70805E1091;Pennant Group Inc;Healthcare;USA
ANIK.O;US0352551081;Anika Therapeutics Inc;Healthcare;USA
MTCR.O;US59101E1038;Metacrine, Inc.;Healthcare;USA
KRUS.O;US5012701026;Kura Sushi USA Inc;Consumer Cyclicals;USA
RICK.O;US74934Q1085;RCI Hospitality Holdings Inc;Consumer Cyclicals;USA
CNSL.O;US2090341072;Consolidated Communications Holdings Inc;Technology;USA
SIEN.O;US82621J1051;Sientra Inc;Healthcare;USA
MBIO.O;US62818Q1040;Mustang Bio Inc;Healthcare;USA
HAFC.O;US4104952043;Hanmi Financial Corp;Financials;USA
GSBC.O;US3909051076;Great Southern Bancorp Inc;Financials;USA
PCVX.O;US92243G1085;Vaxcyte Inc;Healthcare;USA
ZYXI.O;US98986M1036;Zynex Inc;Healthcare;USA
TRUE.O;US89785L1070;TrueCar Inc;Technology;USA
TCPC.O;US09259E1082;BlackRock TCP Capital Corp;Financials;USA
AVO.O;US60510V1089;Mission Produce Inc;Consumer Non-Cyclicals;USA
ADVM.O;US00773U1088;Adverum Biotechnologies Inc;Healthcare;USA
XERS.O;US98422L1070;Xeris Pharmaceuticals Inc;Healthcare;USA
DGII.O;US2537981027;Digi International Inc;Technology;USA
QCRH.O;US74727A1043;QCR Holdings Inc;Financials;USA
GCMG.O;US36831E1082;GCM Grosvenor Inc;Financials;USA
CGBD.O;US8722801029;TCG BDC Inc;Financials;USA
AFCG.O;US00109K1051;AFC Gamma Inc;Financials;USA
EMKR.O;US2908462037;EMCORE Corp;Technology;USA
BMTC.O;US1176651099;Bryn Mawr Bank Corp;Financials;USA
LILA.O;BMG9001E1021;Liberty Latin America Ltd;Technology;USA
AAOI.O;US03823U1025;Applied Optoelectronics Inc;Technology;USA
DXPE.O;US2333774071;DXP Enterprises Inc;Industrials;USA
EWTX.O;US28036F1057;Edgewise Therapeutics Inc;Healthcare;USA
MRNS.O;US56854Q2003;Marinus Pharmaceuticals Inc;Healthcare;USA
STIM.O;US64131A1051;Neuronetics Inc;Healthcare;USA
UAMY.K;US9115491030;United States Antimony Corp;Basic Materials;USA
CIFR.O;US17253J1060;Cipher Mining Inc;Technology;USA
UEIC.O;US9134831034;Universal Electronics Inc;Technology;USA
PRVB.O;US74374N1028;Provention Bio Inc;Healthcare;USA
OFIX.O;US68752M1080;Orthofix Medical Inc;Healthcare;USA
ARDX.O;US0396971071;Ardelyx Inc;Healthcare;USA
APLT.O;US03828A1016;Applied Therapeutics Inc;Healthcare;USA
TARA.O;US74365U1079;Protara Therapeutics Inc;Healthcare;USA
KELYA.O;US4881522084;Kelly Services Inc;Industrials;USA
CVGI.O;US2026081057;Commercial Vehicle Group Inc;Consumer Cyclicals;USA
CABA.O;US12674W1099;Cabaletta Bio Inc;Healthcare;USA
PMTS.O;US12634H2004;CPI Card Group Inc;Financials;USA
CADL.O;US1374041093;Candel Therapeutics Inc;Healthcare;USA
NSSC.O;US6304021057;NAPCO Security Technologies Inc;Technology;USA
SPNE.O;US81255T1088;SeaSpine Holdings Corp;Healthcare;USA
TMP;US8901101092;Tompkins Financial Corp;Financials;USA
TKNO.O;US02080L1026;Alpha Teknova Inc;Healthcare;USA
UVSP.O;US9152711001;Univest Financial Corp;Financials;USA
PDFS.O;US6932821050;PDF Solutions Inc;Technology;USA
RCKY.O;US7745151008;Rocky Brands Inc;Consumer Cyclicals;USA
SRDX.O;US8688731004;Surmodics Inc;Healthcare;USA
HONE.O;US41165Y1001;HarborOne Bancorp Inc;Financials;USA
NAUT.O;US63909J1088;Nautilus Biotechnology Inc;Healthcare;USA
AMPH.O;US03209R1032;Amphastar Pharmaceuticals Inc;Healthcare;USA
ATHA.O;US04746L1044;Athira Pharma Inc;Healthcare;USA
PHAT.O;US71722W1071;Phathom Pharmaceuticals Inc;Healthcare;USA
FFIC.O;US3438731057;Flushing Financial Corp;Financials;USA
CASA.O;US14713L1026;Casa Systems Inc;Technology;USA
RANI.O;US7530181004;Rani Therapeutics Holdings Inc;Healthcare;USA
TCRX.O;US89854M1018;TScan Therapeutics Inc;Healthcare;USA
ALGS.O;US01626L1052;Aligos Therapeutics Inc;Healthcare;USA
GERN.O;US3741631036;Geron Corp;Healthcare;USA
CVRX.O;US1266381052;CVRx Inc;Healthcare;USA
AKRO.O;US00973Y1082;Akero Therapeutics Inc;Healthcare;USA
AVTE.O;US0080641071;Aerovate Therapeutics Inc;Healthcare;USA
