RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
ABIT.PK;US0468391067;Athena Bitcoin Global;Consumer Non-Cyclicals;USA
AMLH.PK;US02715M1036;American Leisure Holdings Inc;Consumer Cyclicals;USA
FTCO.PK;US34962K1007;Fortitude Gold Corp;Basic Materials;USA
HCMC.PK;US42226N1090;Healthier Choices Management Corp;Consumer Cyclicals;USA
FBCD.PK;US30250C2061;Fbc Holding Inc;Consumer Cyclicals;USA
ILST.PK;US4603712062;International Star Inc;Basic Materials;USA
FCGD.PK;US3197142009;First Colombia Gold Corp;Basic Materials;USA
PCOA.PK;US70686R7089;Pendrell Corp;Consumer Cyclicals;USA
RNVA.PK;US7597578753;Rennova Health Inc;Healthcare;USA
EEGI.PK;US28658N4025;Eline Entertainment Group Inc;Consumer Cyclicals;USA
TSOI.PK;US8833781011;Therapeutic Solutions International Inc;Healthcare;USA
GMZP.PK;US3686672003;Gemz Corp;Consumer Cyclicals;USA
NBRI.PK;US6574883004;North Bay Resources Inc;Basic Materials;USA
IPIX.PK;US45782D1000;Innovation Pharmaceuticals Inc;Healthcare;USA
BWEL.PK;US1012051025;JG Boswell Co;Consumer Non-Cyclicals;USA
HXOH.PK;US42830K1034;Hexion Holdings Corp;Basic Materials;USA
SANP.PK;US8028992035;Santo Mining Corp;Basic Materials;USA
WSGF.PK;US98154X1054;World Series of Golf Inc;Consumer Cyclicals;USA
OPTI.PK;US68386M1027;Optec International Inc;Consumer Cyclicals;USA
CHTH.PK;US12612C1080;CNL Healthcare Properties Inc;Real Estate;USA
GRST.PK;US29764P1093;Ethema Health Corp;Healthcare;USA
REEMF.PK;CA75381M1023;Rare Element Resources Ltd;Basic Materials;USA
HDVY.PK;US42218R1005;Health Discovery Corp;Healthcare;USA
INQD.PK;US45580E1029;Indoor Harvest Corp;Healthcare;USA
SHMP.PK;US63902N1063;NaturalShrimp Inc;Consumer Non-Cyclicals;USA
UMGP.PK;US91374H1095;Universal Media Group Inc;Consumer Cyclicals;USA
CBDL.PK;US12482V1035;Cbd Life Sciences Inc;Consumer Cyclicals;USA
INND.PK;US45781P1049;Innerscope Hearing Technologies Inc;Consumer Cyclicals;USA
BRGO.PK;US0840804076;Bergio International Inc;Consumer Cyclicals;USA
TXTM.PK;US74371E2046;Protext Mobility Inc;Healthcare;USA
BBRW.PK;US10756L1089;Brewbilt Manufacturing Inc;Consumer Non-Cyclicals;USA
INTK.PK;US4562771026;Industrial Nanotech Inc;Basic Materials;USA
OCLG.PK;US68230M2098;Oncologix Tech Inc;Healthcare;USA
CHNC.PK;US16948K1060;China Infrastructure Construction Corp;Basic Materials;USA
PRDL.PK;US74317C1062;Profitable Developments Inc;Real Estate;USA
SKYE.PK;US83086J1016;Skye Bioscience Inc;Healthcare;USA
MSPC.PK;US59266V3042;Metrospaces Inc;Real Estate;USA
CUBV.PK;US1265241075;CUBA Beverage Co;Consumer Non-Cyclicals;USA
MJNA.PK;US58463A1051;Medical Marijuana Inc;Healthcare;USA
AFOM.PK;US01663M1071;All for One Media Corp;Consumer Cyclicals;USA
VNTH.PK;US63010B2007;Nano Mobile Healthcare Inc;Healthcare;USA
MCNO.PK;US62476P1093;Mucinno Holding Inc;Basic Materials;USA
RMSL.PK;US75990A2006;REMSleep Holdings Inc;Healthcare;USA
AXXA.PK;US30233C1099;Exxe Group Inc;Real Estate;USA
CZNI.PK;US2288912064;Cruzani Inc;Consumer Cyclicals;USA
BELP.PK;US0806951093;Belpointe Reit Inc;Real Estate;USA
MDCN.PK;US58464T2024;Medican Enterprises Inc;Healthcare;USA
GMPR.PK;US38356C1036;Gourmet Provisions International Corp;Consumer Cyclicals;USA
VGLS.PK;US91822T1016;VG Life Sciences Inc;Healthcare;USA
INKW.PK;US39468C3043;Greene Concepts Inc;Basic Materials;USA
DTRC.PK;US23426V2088;Dakota Territory Resource Corp;Basic Materials;USA
BIEI.PK;US74048K2033;Premier Biomedical Inc;Healthcare;USA
RBNW.PK;US75972U3077;Renewable Energy and Power Inc;Consumer Cyclicals;USA
QNTA.PK;US74766N1081;Quanta Inc;Healthcare;USA
IARE.PK;US46124J2015;Inventrust Properties Corp;Real Estate;USA
MTRT.PK;US5910521054;Metal Arts Company Inc;Basic Materials;USA
DYSL.PK;US2681022099;Dynasil Corporation of America;Healthcare;USA
SBES.PK;US83645W1062;South Beach Spirits Inc;Real Estate;USA
UNRV.PK;US91532E1055;Unrivaled Brands Inc;Healthcare;USA
SCND.PK;US8087571084;Scientific Industries Inc;Healthcare;USA
KBLB.PK;US50075W1045;Kraig Biocraft Laboratories Inc;Basic Materials;USA
RDGL.PK;US92858K2042;Vivos Inc;Healthcare;USA
TYTN.PK;US9025082093;Tytan Holdings Inc;Consumer Non-Cyclicals;USA
DSCR.PK;US25470V1098;Discovery Minerals Ltd;Basic Materials;USA
SHLDQ.PK;US8123501061;Sears Holdings Corp;Consumer Cyclicals;USA
GWHP.PK;US37959N1028;Global Wholehealth Partners Corp;Healthcare;USA
KNWN.PK;US4992381032;Know Labs Inc;Healthcare;USA
NWGC.PK;US6492851034;New World Gold Corp;Basic Materials;USA
MEDH.PK;US58403T1079;MedX Holdings Inc;Real Estate;USA
BTDG.PK;US11777J4031;B2digital Inc;Consumer Cyclicals;USA
DVCR.PK;US2551041013;Diversicare Healthcare Services Inc;Healthcare;USA
AZFL.PK;US02314H2085;Amazonas Florestal Ltd;Basic Materials;USA
RTON.PK;US76658P1093;Right On Brands Inc;Consumer Cyclicals;USA
SQBGQ.PK;US81734P2065;Sequential Brands Group Inc;Consumer Cyclicals;USA
CVMCA.PK;US1462801028;Sila Realty Trust Inc;Real Estate;USA
SGMD.PK;US8650401099;Sugarmade Inc;Basic Materials;USA
NANX.PK;US6300791018;Nanophase Technologies Corp;Basic Materials;USA
GTEH.PK;US37253Y1010;Gentech Holdings Inc;Consumer Cyclicals;USA
CELZ.PK;US22529Y2000;Creative Medical Technology Holdings Inc;Healthcare;USA
GTLL.PK;US3789491012;Global Technologies Ltd;Healthcare;USA
IGPK.PK;US45825Q1004;Integrated Cannabis Solutions Inc;Consumer Non-Cyclicals;USA
BBXIA.PK;US0733191052;BBX Capital Inc;Consumer Cyclicals;USA
BLDV.PK;US09539R1014;Blue Diamond Ventures Inc;Healthcare;USA
NHHS.PK;US66705T1051;NorthStar Healthcare Income Inc;Real Estate;USA
GNCP.PK;US38013E2037;GNCC Capital Inc;Basic Materials;USA
NTRR.PK;US64129C3034;Neutra Corp;Healthcare;USA
CVSI.PK;US1266541028;CV Sciences Inc;Healthcare;USA
HBRM.PK;US42703A2087;Herborium Group Inc;Healthcare;USA
EWLL.PK;US30051D2053;eWellness Healthcare Corp;Healthcare;USA
MCOA.PK;US56782E2046;Marijuana Company Of America Inc;Healthcare;USA
BVERS.PK;US0747991075;Beaver Coal Co Ltd;Real Estate;USA
GRLT.PK;US39850R1095;Healthy & Tasty Brands Corp;Consumer Cyclicals;USA
BBBT.PK;US09183V1017;Black Bird Biotech Inc;Healthcare;USA
SFLM.PK;US81879T1043;SFLMaven Corp;Healthcare;USA
HVCW.PK;US4155691029;Harrison Vickers and Waterman Inc;Consumer Cyclicals;USA
INCT.PK;US45331T2006;Incapta Inc;Consumer Cyclicals;USA
SFIO.PK;US8326731077;Smokefree Innotec Inc;Consumer Non-Cyclicals;USA
TMGI.PK;US57161M2052;Marquie Group Inc;Consumer Cyclicals;USA
HALB.PK;US4053311092;Halberd Corp;Healthcare;USA
PSWW.PK;US74255T2024;Principal Solar Inc;Utilities;USA
ICTY.PK;US30231H1005;Carex Blockchain Platform Inc (Pre-Merger);Basic Materials;USA
VITX.PK;US92850X1054;Vitana-X Inc;Consumer Non-Cyclicals;USA
CBLAQ.PK;US1248301004;CBL & Associates Properties Inc;Real Estate;USA
FTEG.PK;US34512L2025;Integrity Health Corp;Consumer Non-Cyclicals;USA
STMH.PK;US85858U1079;Stem Holdings Inc;Real Estate;USA
HBIS.PK;US43706U1007;Home Bistro Inc;Consumer Non-Cyclicals;USA
SHWZ.PK;US58468U1060;Medicine Man Technologies Inc;Healthcare;USA
MWWC.PK;US57061T3005;Marketing Worldwide Corp;Consumer Cyclicals;USA
FTLF.PK;US33817P2074;FitLife Brands Inc;Consumer Non-Cyclicals;USA
FZMD.PK;US36113U1016;Fuse Medical Inc;Healthcare;USA
AHFD.PK;US0050513052;Active Health Foods Inc;Consumer Non-Cyclicals;USA
TMRC.PK;US88256L1098;Texas Mineral Resources Corp;Basic Materials;USA
BPSR.PK;US09074L1052;Organicell Regenerative Medicine Inc;Consumer Non-Cyclicals;USA
HEMP.PK;US4237032069;Hemp Inc;Consumer Non-Cyclicals;USA
RAFA.PK;US75062C1009;Rafarma Pharmaceuticals Inc.;Healthcare;USA
KGKG.PK;US50049K1034;Kona Gold Beverage Inc;Consumer Non-Cyclicals;USA
GLXZ.PK;US36318P1057;Galaxy Gaming Inc;Consumer Cyclicals;USA
NGTF.PK;US65412F1012;NightFood Holdings Inc;Consumer Non-Cyclicals;USA
LTUM.PK;US5368041076;Lithium Corp;Basic Materials;USA
GGII.PK;US3930482027;Green Globe International Inc;Consumer Cyclicals;USA
ALKM.PK;US01643J1097;Alkame Holdings Inc;Consumer Non-Cyclicals;USA
VNUE.PK;US92858B2043;VNUE Inc;Basic Materials;USA
SPQS.PK;US84920N1000;SportsQuest Inc;Consumer Cyclicals;USA
LQMT.PK;US53634X1000;Liquidmetal Technologies Inc;Basic Materials;USA
COSM.PK;US2214132068;Cosmos Holdings Inc;Healthcare;USA
SRMX.PK;US7862391031;Saddle Ranch Media Inc;Consumer Cyclicals;USA
WSRC.PK;US95952L2007;Western Sierra Resource Corp;Basic Materials;USA
ELTP.PK;US28659T2006;Elite Pharmaceuticals Inc;Healthcare;USA
LUSI.PK;US55316M1045;Mma Global Inc;Consumer Non-Cyclicals;USA
BIEL.PK;US09062H1086;BioElectronics Corp;Healthcare;USA
VDRM.PK;US92555K1016;Viaderma Inc;Healthcare;USA
RCHA.PK;US76303T4076;Rich Pharmaceuticals Inc;Healthcare;USA
RITE.PK;US60313P1003;MineralRite Corp;Basic Materials;USA
CURR.PK;US23127P1049;Cure Pharmaceutical Holding Corp;Healthcare;USA
ATIG.PK;US04914U1007;Atlantis Internet Group Corp;Consumer Cyclicals;USA
ERBB.PK;US02640N2009;American Green Inc;Consumer Non-Cyclicals;USA
CYTR.PK;US2328286081;CytRx Corp;Healthcare;USA
AXIM.PK;US05463V1008;Axim Biotechnologies Inc;Healthcare;USA
DLOC.PK;US25401M2026;Digital Locations Inc;Real Estate;USA
PURA.PK;US74609P1049;Puration Inc;Healthcare;USA
HPMM.PK;US42370R2031;Hemp Naturals Inc;Consumer Cyclicals;USA
PRTT.PK;US74364W2035;Protect Pharmaceutical Corp;Healthcare;USA
SAPX.PK;US81783N5086;Seven Arts Entertainment Inc;Consumer Cyclicals;USA
CBDD.PK;US12482B1070;Cbd of Denver Inc;Consumer Non-Cyclicals;USA
BRTX.PK;US0906554086;BioRestorative Therapies Inc;Healthcare;USA
EMMS.PK;US2915254005;Emmis Communications Corp;Consumer Cyclicals;USA
LUVU.PK;US55066U1088;Luvu Brands Inc;Consumer Cyclicals;USA
MNGG.PK;US60365U1060;Mining Global Inc;Basic Materials;USA
ARSN.PK;US05154M2035;Yuenglings Ice Cream Corp;Consumer Non-Cyclicals;USA
PRED.PK;US74039H1023;Predictive Technology Group Inc;Healthcare;USA
GLCO.PK;US3794087011;Global Links Corp;Real Estate;USA
GHAV.PK;US38552T1088;Grand Havana Inc;Consumer Non-Cyclicals;USA
KBSR.PK;US48668L1052;KBS Real Estate Investment Trust III Inc;Real Estate;USA
JSDA.PK;US48023P1066;Jones Soda Co;Consumer Non-Cyclicals;USA
ENGH.PK;US29279N1028;Energy Harbor Corp;Utilities;USA
DRNK.PK;US65528C1099;Noho Inc;Consumer Non-Cyclicals;USA
UNVC.PK;US91335U1088;Univec Conglomerate Inc;Healthcare;USA
AMNF.PK;US0421668015;Armanino Foods Of Distinction Inc;Consumer Non-Cyclicals;USA
QEPC.PK;US74727K1025;QEP Co Inc;Consumer Cyclicals;USA
ADOM.PK;US00726A1007;Adomani Inc;Consumer Cyclicals;USA
NHMD.PK;US63228Q1067;Nate's Food Co;Consumer Non-Cyclicals;USA
STGZ.PK;US85529E1029;Stargaze Entertainment Group Inc;Consumer Cyclicals;USA
TFBN.PK;US8724063016;Tfn The Football Network Inc;Consumer Cyclicals;USA
RGRX.PK;US75886X1081;RegeneRx Biopharmaceuticals Inc;Healthcare;USA
VYST.PK;US92927N1063;Vystar Corp;Consumer Cyclicals;USA
AAGC.PK;US01643V1026;All American Gold Corp;Basic Materials;USA
ATRX.PK;US00687E1091;Adhera Therapeutics Inc;Healthcare;USA
LVVV.PK;US53838A1043;Livewire Ergogenics Inc;Consumer Non-Cyclicals;USA
CRTG.PK;US21871W1018;Coretec Group Inc;Basic Materials;USA
NIHK.PK;US92656A1016;Video River Networks Inc;Real Estate;USA
BORK.PK;US1021001045;Bourque Industries Inc;Basic Materials;USA
GRYN.PK;US3930572033;Green Hygienics Holdings Inc;Healthcare;USA
DMAN.PK;US24803B1044;Demand Brands Inc;Consumer Cyclicals;USA
SHMN.PK;US83408P1084;SOHM Inc;Healthcare;USA
IDVV.PK;US4594451027;International Endeavors Corp;Real Estate;USA
WARM.PK;US21639Y1001;Cool Technologies Inc;Consumer Cyclicals;USA
AIAD.PK;US00874R1032;Aiadvertising Inc;Consumer Cyclicals;USA
GNBT.PK;US3714853013;Generex Biotechnology Corp;Healthcare;USA
PLPL.PK;US72703D1000;Plandai Biotechnology Inc;Healthcare;USA
HNFSA.PK;US41078W1009;Hanover Foods Corp;Consumer Non-Cyclicals;USA
FHBC.PK;US3152181075;Fernhill Beverage Inc;Consumer Non-Cyclicals;USA
GSTC.PK;US37960P1049;AngioSoma Inc;Healthcare;USA
QBIO.PK;US74736N1054;Q BioMed Inc;Healthcare;USA
SNDD.PK;US75746Q1031;RedHawk Holdings Corp;Healthcare;USA
DLCR.PK;US49374X2018;Kibush Capital Corp;Basic Materials;USA
GFTX.PK;US3793411006;Global Fiber Technologies Inc;Consumer Cyclicals;USA
GYST.PK;US38981A5065;Graystone Company Inc;Basic Materials;USA
CDNO.PK;US2088922081;Consolidated Capital of North America Inc;Basic Materials;USA
TMXN.PK;US89622C2035;Trimax Corp;Consumer Non-Cyclicals;USA
NUGN.PK;US67052F1021;NuGene International Inc;Consumer Cyclicals;USA
CWGL.PK;US22662X1000;Crimson Wine Group Ltd;Consumer Non-Cyclicals;USA
VBIO.PK;US92849B1070;Vitality Biopharma Inc;Healthcare;USA
NGCG.PK;US6444621030;New Generation Consumer Group Inc;Consumer Non-Cyclicals;USA
RSCF.PK;US75866F1012;Reflect Scientific Inc;Healthcare;USA
SMEV.PK;US82920N1046;Simulated Environment Concepts Inc;Healthcare;USA
SNPW.PK;US86686Y1055;Sun Pacific Holding Corp;Consumer Cyclicals;USA
NESW.PK;US6442171012;New England Service Co;Utilities;USA
LGNC.PK;US5406011016;Logan Clay Products Co;Consumer Cyclicals;USA
GENN.PK;US37185X1063;Genesis Healthcare Inc;Healthcare;USA
CLSH.PK;US12565J1007;CLS Holdings USA Inc;Consumer Cyclicals;USA
WCIG.PK;US9484652089;Wee-Cig International Corp;Consumer Non-Cyclicals;USA
ALTD.PK;US02156A1051;Altitude International Holdings Inc;Consumer Cyclicals;USA
PCHM.PK;US7171331025;PharmChem Inc;Healthcare;USA
INLB.PK;US46564C2035;Item 9 Labs Corp;Healthcare;USA
SAML.PK;US79589J2006;Samsara Luggage Inc;Consumer Cyclicals;USA
UEEC.PK;US91059D1000;United Health Products Inc;Healthcare;USA
BRBL.PK;US10756B1008;Brewbilt Brewing Co;Consumer Non-Cyclicals;USA
ATAO.PK;US02138A2078;Altair International Corp;Basic Materials;USA
BLGO.PK;US09065A1007;BioLargo Inc;Basic Materials;USA
RMRK.PK;US76676T1097;Rimrock Gold Corp;Basic Materials;USA
RXMD.PK;US74332G1085;Progressive Care Inc;Consumer Non-Cyclicals;USA
CUBT.PK;US23128N1081;Curative Biotechnology Inc;Healthcare;USA
NJMC.PK;US6458271060;New Jersey Mining Co;Basic Materials;USA
HRTH.PK;US4161962026;Harte Hanks Inc;Consumer Cyclicals;USA
SOWG.PK;US84612H1068;Sow Good Inc;Consumer Non-Cyclicals;USA
STEV.PK;US86031P1066;Stevia Corp;Consumer Non-Cyclicals;USA
CUSI.PK;US2299042067;Cuisine Solutions Inc;Consumer Non-Cyclicals;USA
SDRC.PK;US8261511021;Sidney Resources Corp;Basic Materials;USA
IVFH.PK;US45772H2022;Innovative Food Holdings Inc;Consumer Non-Cyclicals;USA
CBGL.PK;US13767G1004;Cannabis Global, Inc.;Healthcare;USA
IDXG.PK;US46062X3035;Interpace Biosciences Inc;Healthcare;USA
EXMT.PK;US0373551045;Anything Technologies Media Inc;Consumer Non-Cyclicals;USA
CATV.PK;US3510381045;4Cable TV International Inc;Healthcare;USA
QEDN.PK;US74732Q3002;Qed Connect Inc;Consumer Non-Cyclicals;USA
EXLA.PK;US30208H1095;Exla Resources Inc;Consumer Cyclicals;USA
PBIO.PK;US74112E2081;Pressure Biosciences Inc;Healthcare;USA
ECSL.PK;US2787441078;Encounter Care Solutions Inc;Consumer Non-Cyclicals;USA
CSOC.PK;US12763A1097;Caduceus Software Systems Corp;Healthcare;USA
GACR.PK;US39260A1007;Green Automotive Co;Consumer Cyclicals;USA
TINO.PK;US87509W1027;Tamino Minerals Inc;Basic Materials;USA
OMID.PK;US67098K1079;Omid Holdings Inc;Consumer Non-Cyclicals;USA
NSPX.PK;US45782A4031;Inspyr Therapeutics Inc;Healthcare;USA
GGSM.PK;US3804851026;Gold and Gemstone Mining Inc;Basic Materials;USA
VADP.PK;US91875K1060;Vado Corp;Consumer Cyclicals;USA
BSSP.PK;US0702491079;Baseline Productions Inc;Healthcare;USA
SPOM.PK;US78468T2069;SPO Global Inc;Healthcare;USA
LFAP.PK;US50201K1079;LGBTQ Loyalty Holdings Inc;Consumer Cyclicals;USA
CAVR.PK;US14965R1041;CAVU Resources Inc;Healthcare;USA
INRE.PK;US4574641050;Inland Real Estate Income Trust Inc;Real Estate;USA
MODD.PK;US60785L1089;Modular Medical Inc;Healthcare;USA
ITVI.PK;US4584013043;Interact-TV Inc;Consumer Cyclicals;USA
GLGI.PK;US39807A1007;Greystone Logistics Inc;Basic Materials;USA
NROM.PK;US6551071003;Noble Roman's Inc;Consumer Cyclicals;USA
BMIN.PK;US11040Y1047;Britannia Mining Inc;Basic Materials;USA
GBHL.PK;US3789871015;Global Entertainment Holdings Inc;Consumer Cyclicals;USA
USCS.PK;US91730T2015;USCorp;Basic Materials;USA
INSD.PK;US45783B1035;Instadose Pharma Corp;Consumer Cyclicals;USA
RJDG.PK;US7496031060;RJD Green Inc;Consumer Cyclicals;USA
SILO.PK;US82711P1021;Silo Pharma Inc;Healthcare;USA
TCHC.PK;US8782281054;Tech Central Inc;Consumer Cyclicals;USA
WBQNL.PK;US9788441080;Woodbridge Liquidation Trust;Real Estate;USA
ITNS.PK;US4657331033;ITonis Inc;Healthcare;USA
KEWL.PK;US4930261080;Keweenaw Land Association Ltd;Basic Materials;USA
CCVAJ.PK;US22234Q1040;Country Club of Virginia Inc;Consumer Cyclicals;USA
BEBE.PK;US0755712082;bebe stores inc;Consumer Cyclicals;USA
WNRS.PK;US97478A1060;Winners Inc;Consumer Cyclicals;USA
OTLC.PK;US6283411097;Oncotelic Therapeutics Inc;Healthcare;USA
AZLCZ.PK;US0548071028;Aztec Land And Cattle Company Ltd;Real Estate;USA
TDRK.PK;US88642K1043;Tiderock Companies Inc;Real Estate;USA
XCRT.PK;US98401T1051;Xcelerate Inc;Healthcare;USA
KLYG.PK;US4883591004;Kelyniam Global Inc;Healthcare;USA
EMMA.PK;US29137T1016;Emmaus Life Sciences Inc;Healthcare;USA
SMAS.PK;US83444X1072;Somatic Systems Inc;Healthcare;USA
SSET.PK;US85571U2024;StarStream Entertainment Inc;Consumer Cyclicals;USA
FLRE.PK;US33849W2044;Flameret Inc;Basic Materials;USA
PAOG.PK;US6986681004;PAO Group Inc;Healthcare;USA
SPOI.PK;US78471B1017;SPO Networks Inc;Consumer Non-Cyclicals;USA
EQLB.PK;US2688261047;Eq Energy Drink Inc;Consumer Non-Cyclicals;USA
GLUC.PK;US3798941080;Glucose Health Inc;Consumer Non-Cyclicals;USA
MLFB.PK;US5608141058;Major League Football Inc;Consumer Cyclicals;USA
NNRX.PK;US67060H1086;Nutranomics Inc;Consumer Cyclicals;USA
AMNL.PK;US03823M1009;Applied Minerals Inc;Basic Materials;USA
SNWV.PK;US80303D1072;SANUWAVE Health Inc;Healthcare;USA
MACE.PK;US5543352083;Mace Security International Inc;Consumer Non-Cyclicals;USA
TPRP.PK;US8918523031;Tower Properties Co;Real Estate;USA
EGOC.PK;US29271K1060;Energy 1 Corp;Consumer Cyclicals;USA
CLCS.PK;US15114L1044;Cell Source Inc;Healthcare;USA
TLRS.PK;US8871332057;Timberline Resources Corp;Basic Materials;USA
IFUS.PK;US45257G1094;Impact Fusion International Inc;Consumer Non-Cyclicals;USA
QPRC.PK;US74836R1059;Quest Patent Research Corp;Consumer Cyclicals;USA
HQGE.PK;US40431B1008;HQ Global Education Inc;Consumer Cyclicals;USA
CNBX.PK;US13764M1009;Cannabics Pharmaceuticals Inc;Healthcare;USA
DAFL.PK;US2625071061;DuArt Film Laboratory Inc;Consumer Cyclicals;USA
AMLM.PK;US0272631021;American Lithium Minerals Inc;Basic Materials;USA
RLTR.PK;US75845Y2054;Reeltime Rentals Inc;Consumer Cyclicals;USA
CMGR.PK;US18949C1099;Clubhouse Media Group Inc;Consumer Cyclicals;USA
GYGC.PK;US4035281025;Guyana Gold Corp;Basic Materials;USA
DKMR.PK;US98421Q1076;Xtreme Fighting Championships Inc;Consumer Cyclicals;USA
CLVFA.PK;US1892341074;Cloverleaf Kennel Club;Consumer Cyclicals;USA
AUMC.PK;US05208V1008;Auryn Mining Corp;Basic Materials;USA
HIPH.PK;US0290984071;American Premium Water Corp;Consumer Non-Cyclicals;USA
CPTP.PK;US1404301095;Capital Properties Inc;Real Estate;USA
GRCU.PK;US3930072083;Green Cures & Botanical Distribution Inc;Consumer Cyclicals;USA
RSRL.PK;US76123B1070;Resource Real Estate Opportunity REIT Inc;Real Estate;USA
USMJ.PK;US65676T1025;North American Cannabis Holdings Inc;Consumer Non-Cyclicals;USA
PRKA.PK;US7014551078;Parks! America Inc;Consumer Cyclicals;USA
CANB.PK;US13470W1036;Can B Corp;Consumer Non-Cyclicals;USA
RGGI.PK;US7611271096;Resgreen Group International Inc;Consumer Cyclicals;USA
GWOX.PK;US3821681026;Goodheart-Willcox Company Inc;Consumer Cyclicals;USA
NTRB.PK;US67092M2089;Nutriband Inc;Healthcare;USA
PNNX.PK;US7081251099;Pennexx Foods Inc;Consumer Non-Cyclicals;USA
SLBG.PK;US8314451019;Slinger Bag Inc;Consumer Cyclicals;USA
CAFS.PK;US12770A2096;Cafe Serendipity Holdings Inc;Consumer Cyclicals;USA
GRLF.PK;US39310R1032;Green Leaf Innovations Inc;Basic Materials;USA
PEYE.PK;US7402943010;Precision Optics Corporation Inc;Healthcare;USA
ENZN.PK;US2939041081;Enzon Pharmaceuticals Inc;Healthcare;USA
RLBD.PK;US75584Q1085;Real Brands Inc;Consumer Non-Cyclicals;USA
SKYF.PK;US83082Y1029;Sky440 Inc;Consumer Cyclicals;USA
CNIG.PK;US2193871074;Corning Natural Gas Holding Corp;Utilities;USA
MBBC.PK;US5657591070;Marathon Bancorp Inc;Institutions, Associations & Organizations;USA
UCPA.PK;US90983A1097;United Communications Partners Inc;Consumer Cyclicals;USA
AMBS.PK;US02300U2050;Amarantus Bioscience Holdings Inc;Healthcare;USA
AGDY.PK;US0084952029;Agri-Dynamics Inc;Consumer Non-Cyclicals;USA
APGI.PK;US02906V1026;American Power Group Corp;Consumer Cyclicals;USA
MXMG.PK;US57779A1060;Maxima Group Inc;Consumer Cyclicals;USA
APRU.PK;US03785R2040;Apple Rush Company Inc;Consumer Non-Cyclicals;USA
BOXS.PK;US10319B1008;Boxscore Brands Inc;Consumer Non-Cyclicals;USA
ICCT.PK;US44934J1079;Icoreconnect Inc;Healthcare;USA
MJNE.PK;US5530751024;MJ Holdings Inc;Consumer Non-Cyclicals;USA
PKPH.PK;US70469W1062;Peak Pharmaceuticals Inc;Healthcare;USA
NHLG.PK;US63633Y1082;National Healthcare Logistics Inc;Healthcare;USA
STFR.PK;US85780P1012;Steadfast Apartment REIT Inc;Real Estate;USA
EDXC.PK;US29259K1025;CBD Unlimited Inc;Healthcare;USA
SHOM.PK;US84305M2061;Southern Home Medical Inc;Healthcare;USA
CNNC.PK;US13767L1098;Cannonau Corp;Consumer Cyclicals;USA
GCHK.PK;US3941761013;Greenchek Technology Inc;Consumer Cyclicals;USA
CRGP.PK;US13088P1021;Calissio Resources Group Inc;Basic Materials;USA
AMIH.PK;US02687R1068;American International Holdings Corp;Academic & Educational Services;USA
SLGD.PK;US8102021016;Scott's Liquid Gold Inc;Consumer Non-Cyclicals;USA
RRIF.PK;US75087K1034;Rainforest Resources Inc;Institutions, Associations & Organizations;USA
DPWW.PK;US25367R2031;Diego Pellicer Worldwide Inc;Healthcare;USA
IVDN.PK;US45772B1061;Innovative Designs Inc;Consumer Cyclicals;USA
TAUG.PK;US87669X2053;Tauriga Sciences Inc;Healthcare;USA
CBDS.PK;US13764T1051;Cannabis Sativa Inc;Healthcare;USA
TLFA.PK;US87538X1054;Tandy Leather Factory Inc;Consumer Cyclicals;USA
LBSR.PK;US53123T3059;Liberty Star Uranium & Metals Corp;Basic Materials;USA
CRDV.PK;US20403Q1031;Community Redevelopment Inc;Real Estate;USA
ALSI.PK;US04940M1062;Atlas Resources International Inc;Consumer Non-Cyclicals;USA
GKIN.PK;US40330L1008;Guskin Gold Corp;Basic Materials;USA
TORW.PK;US8914661041;Torrington Water Co;Utilities;USA
MZEIQ.PK;US5850131054;Medizone International Inc;Healthcare;USA
FREVS.PK;US3361421049;First Real Estate Investment Trust of New Jersey Inc;Real Estate;USA
GPFT.PK;US3885981049;Grapefruit USA Inc;Healthcare;USA
ACAN.PK;US0305881072;Americann Inc;Healthcare;USA
BANI.PK;US06652L4086;Banneker Inc;Consumer Cyclicals;USA
BUDZ.PK;US9485081064;Weed Inc;Healthcare;USA
ROAG.PK;US77912P1093;Rogue One Inc;Consumer Cyclicals;USA
MCIC.PK;US62544A1007;Multicorp International Inc;Healthcare;USA
BLSP.PK;US09605C3016;Blue Sphere Corp;Utilities;USA
GKIT.PK;US39530U1007;Greenkraft Inc;Consumer Cyclicals;USA
LLBO.PK;US53219E8084;Lifeline Biotechnologies Inc;Healthcare;USA
AAGH.PK;US02365T1016;America Great Health;Consumer Non-Cyclicals;USA
TBEV.PK;US42969X3061;Cascade Dairy Holdings Inc;Consumer Non-Cyclicals;USA
BIOQ.PK;US09065J1016;Bioqual Inc;Healthcare;USA
TBTC.PK;US87336P1066;Table Trac Inc;Consumer Cyclicals;USA
APTL.PK;US0117642068;Alaska Power & Telephone Co;Utilities;USA
PACV.PK;US6950422005;Pacific Ventures Group Inc;Consumer Non-Cyclicals;USA
PLWN.PK;US7231041051;Pinelawn Cemetery;Consumer Non-Cyclicals;USA
VMHG.PK;US9264621023;Victory Marine Holdings Corp;Consumer Cyclicals;USA
NUVM.PK;US67071X1000;NuVim Inc;Consumer Non-Cyclicals;USA
BRST.PK;US1112941042;Broad Street Realty Inc;Real Estate;USA
WWDH.PK;US98159N1028;Worldwide Holdings Delaware Corp;Consumer Non-Cyclicals;USA
